row_number,row_number,AGNO,COD_ESCUELA_PAIS,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_ADM1,NOM_REG_RBD_A,COD_PRO_RBD,COD_ADM3,NOM_ADM3,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL,lat,long,geohash,geometry,cod_comuna,Comuna,g_adm_1,g_adm_3,month,day,n_visitantes_geohash,n_visitantes_adm3,n_visitantes_0,n_visitantes_1,n_visitantes_2,n_visitantes_3,n_visitantes_4,n_visitantes_5,n_visitantes_6,n_visitantes_7,n_visitantes_8,n_visitantes_9,n_visitantes_10,n_visitantes_11,n_visitantes_12,n_visitantes_13,n_visitantes_14,n_visitantes_15,n_visitantes_16,n_visitantes_17,n_visitantes_18,n_visitantes_19,n_visitantes_20,n_visitantes_21,n_visitantes_22,n_visitantes_23,_merge
532861,6093,2019,7429,2,ESCUELA RURAL RENE SORIANO BORQUEZ, ,69210201,1,10,LAGOS,103,10307,SAN PABLO,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,GRATUITO,SIN INFORMACION,-40.4985345,-73.21415196,62gctgr,POINT (-73.21415196 -40.4985345),10307,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
532991,6100,2019,7436,5,ESCUELA PARTICULAR N.145 QUITRA QUITRA, ,65156268,1,10,LAGOS,103,10307,SAN PABLO,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,EXENCIÓN  DE ASIGNATURA,GRATUITO,GRATUITO,-40.37590408,-73.35919952,62gf69v,POINT (-73.35919952 -40.37590408),10307,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
532992,6101,2019,7437,3,ESCUELA PARTICULAR N.148 LOLOLHUE, ,65115037,1,10,LAGOS,103,10307,SAN PABLO,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-40.39928436,-73.29436493,62gfhjs,POINT (-73.29436493 -40.39928436),10307,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
532993,6102,2019,7438,1,ESCUELA PARTICULAR N.150 SANTA ROSA, ,65117463,1,10,LAGOS,103,10307,SAN PABLO,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-40.33771133,-73.41510009999999,62gf92s,POINT (-73.4151001 -40.33771133),10307,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
532995,6104,2019,7441,1,COLEGIO QUILACAHUIN, ,73497000,1,10,LAGOS,103,10307,SAN PABLO,103,OSORNO,3,2,1,1,110,710,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-40.37595367,-73.26120758,62gfkcu,POINT (-73.26120758 -40.37595367),10307,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
533016,6106,2019,7446,2,ESCUELA PARTICULAR N.146 ROSARIO DE LAS ANIMAS, ,65145976,1,10,LAGOS,103,10307,SAN PABLO,103,OSORNO,3,2,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.43559647,-73.21817779999999,62gcvyu,POINT (-73.21817780000001 -40.43559647),10307,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
533017,6244,2019,7605,8,ESCUELA PARTICULAR N.157 PURRUCALHUE, ,65155981,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,3,2,1,0,110,165,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.409420000000004,-73.37595400000001,62gf479,POINT (-73.37595399999999 -40.40942),10307,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
533110,13076,2019,22451,0,ESCUELA PARTICULAR LA PRADERA, ,65152699,1,10,LAGOS,103,10307,SAN PABLO,103,OSORNO,3,2,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.45256424,-72.9521637,62u1ggv,POINT (-72.9521637 -40.45256424),10307,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
533700,6348,2019,7726,7,ESCUELA RURAL SANTA MARIA, ,69220200,1,10,LAGOS,101,10109,PUERTO VARAS,101,LLANQUIHUE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-41.31315613,-73.31190491,62eugxp,POINT (-73.31190491 -41.31315613),10109,Puerto Varas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
533777,6354,2019,7732,1,ESCUELA RURAL JANEQUEO, ,69220200,1,10,LAGOS,101,10109,PUERTO VARAS,101,LLANQUIHUE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,FORMACIÓN VALORICA,GRATUITO,GRATUITO,-41.20525,-72.471603,62smwfg,POINT (-72.471603 -41.20525),10109,Puerto Varas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
534217,6368,2019,7752,6,ESCUELA PARTICULAR N.206 MARIA DOLORES, ,65156026,1,10,LAGOS,101,10109,PUERTO VARAS,101,LLANQUIHUE,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-41.36771011,-73.07791901,62sh9j4,POINT (-73.07791901 -41.36771011),10109,Puerto Varas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
534240,6377,2019,7761,5,ESCUELA RURAL LAS CAMELIAS, ,69220200,1,10,LAGOS,101,10109,PUERTO VARAS,101,LLANQUIHUE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-41.38159943,-72.27862549,62sse68,POINT (-72.27862549 -41.38159943),10109,Puerto Varas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
534241,6380,2019,7765,8,ESCUELA RURAL LA PENINSULA, ,69220200,1,10,LAGOS,101,10109,PUERTO VARAS,101,LLANQUIHUE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-41.44095993,-72.33009338,62ss4pf,POINT (-72.33009337999999 -41.44095993),10109,Puerto Varas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
534834,12919,2019,22279,8,ESCUELA PARTICULAR HORIZONTE, ,77587840,1,10,LAGOS,101,10109,PUERTO VARAS,101,LLANQUIHUE,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, ,GRATUITO,GRATUITO,-41.31938777,-72.69373331,62skcy4,POINT (-72.69373331 -41.31938777),10109,Puerto Varas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
535663,6113,2019,7454,3,ESCUELA RURAL RIO CLARO, ,69210600,1,10,LAGOS,103,10304,PUYEHUE,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,GRATUITO,GRATUITO,-40.80982633,-72.39019343,62sxbdz,POINT (-72.39019343 -40.80982633),10304,Puyehue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
535664,6114,2019,7455,1,ESCUELA RURAL CANDELARIA PEREZ, ,69210600,1,10,LAGOS,103,10304,PUYEHUE,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9, ,SIN INFORMACION,SIN INFORMACION,-40.68149943,-72.75792159999999,62u2865,POINT (-72.7579216 -40.68149943),10304,Puyehue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
535665,6115,2019,7457,8,ESCUELA RURAL EL MIRADOR, ,69210600,1,10,LAGOS,103,10304,PUYEHUE,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.78688431,-72.74025726,62srbyb,POINT (-72.74025726000001 -40.78688431),10304,Puyehue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
535755,6121,2019,7463,2,ESCUELA RURAL DESAGUE RUPANCO, ,69210600,1,10,LAGOS,103,10304,PUYEHUE,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-40.76187134,-72.68006134,62u245e,POINT (-72.68006133999999 -40.76187134),10304,Puyehue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
535780,6124,2019,7466,7,ESCUELA RURAL EL CARDAL, ,69210600,1,10,LAGOS,103,10304,PUYEHUE,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9, ,SIN INFORMACION,SIN INFORMACION,-40.70380911,-72.67996158,62u26nh,POINT (-72.67996158 -40.70380911),10304,Puyehue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
535782,6127,2019,7469,1,ESCUELA RURAL SANTA ELVIRA, ,69210600,1,10,LAGOS,103,10304,PUYEHUE,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,NO LIMITA RELIGION,GRATUITO,GRATUITO,-40.84237289,-72.33370209,62sxdhb,POINT (-72.33370209 -40.84237289),10304,Puyehue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
535942,16021,2019,40388,1,ESCUELA ESPECIAL DE LENGUAJE MATISSE, ,65160184,1,10,LAGOS,103,10304,PUYEHUE,103,OSORNO,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.69389,-72.59014,62u2kpv,POINT (-72.59014000000001 -40.69389),10304,Puyehue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536122,6137,2019,7484,5,ESCUELA RURAL LAS NIEVES, ,69210400,1,10,LAGOS,103,10302,PUERTO OCTAY,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-40.93766922,-72.59161479999999,62srh5s,POINT (-72.5916148 -40.93766922),10302,Puerto Octay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536124,6141,2019,7489,6,ESCUELA RURAL LA PELLINADA, ,69210400,1,10,LAGOS,103,10302,PUERTO OCTAY,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.86038971,-72.57888031,62srs3t,POINT (-72.57888031 -40.86038971),10302,Puerto Octay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536130,6143,2019,7492,6,ESCUELA RURAL PICHI RIO NEGRO, ,69210400,1,10,LAGOS,103,10302,PUERTO OCTAY,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-40.82874898,-72.6265094,62srer6,POINT (-72.6265094 -40.82874898),10302,Puerto Octay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536154,6148,2019,7497,7,ESCUELA RURAL EL VOLCAN, ,69210400,1,10,LAGOS,103,10302,PUERTO OCTAY,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, ,GRATUITO,GRATUITO,-40.97037888,-72.74668884,62sqbte,POINT (-72.74668884 -40.97037888),10302,Puerto Octay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536155,6149,2019,7498,5,ESCUELA RURAL COIHUECO, ,69210400,1,10,LAGOS,103,10302,PUERTO OCTAY,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, ,GRATUITO,GRATUITO,-40.97156525,-72.58323669,62squm6,POINT (-72.58323669000001 -40.97156525),10302,Puerto Octay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536174,6152,2019,7501,9,ESCUELA PARTICULAR N.179 NOCHACO, ,65146899,1,10,LAGOS,103,10302,PUERTO OCTAY,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-40.88630676,-72.83174133,62spqsv,POINT (-72.83174133 -40.88630676),10302,Puerto Octay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536175,6153,2019,7502,7,ESCUELA PARTICULAR N.181 LAS GAVIOTAS, ,65118789,1,10,LAGOS,103,10302,PUERTO OCTAY,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-40.89282227,-72.17408752,62sxmes,POINT (-72.17408752 -40.89282227),10302,Puerto Octay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536176,6154,2019,7503,5,ESCUELA PARTICULAR RIO BLANCO-GAVIOTAS,24812571, ,0,10,LAGOS,103,10302,PUERTO OCTAY,103,OSORNO,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-40.89196208,-72.29806582,62sx6gf,POINT (-72.29806582000001 -40.89196208),10302,Puerto Octay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536310,13053,2019,22427,8,ESCUELA PARTICULAR EMMANUEL, ,65117426,1,10,LAGOS,103,10302,PUERTO OCTAY,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-40.95764923,-72.52880859,62sqvxf,POINT (-72.52880859 -40.95764923),10302,Puerto Octay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536606,6162,2019,7513,2,ESCUELA RURAL BAHIA SAN PEDRO, ,69210500,1,10,LAGOS,103,10303,PURRANQUE,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.94179153,-73.86631775,62erp4u,POINT (-73.86631774999999 -40.94179153),10303,Purranque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536619,6171,2019,7522,1,ESCUELA RURAL CRUCERO NUEVO, ,69210500,1,10,LAGOS,103,10303,PURRANQUE,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, ,GRATUITO,GRATUITO,-40.95542145,-73.29985046,62ezh02,POINT (-73.29985046 -40.95542145),10303,Purranque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536620,6173,2019,7525,6,ESCUELA RURAL RIO BLANCO, ,69210500,1,10,LAGOS,103,10303,PURRANQUE,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,GRATUITO,GRATUITO,-40.86272736,-73.37347471,62ezd35,POINT (-73.37347471 -40.86272736),10303,Purranque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536623,6177,2019,7529,9,ESCUELA RURAL COLLIHUINCO, ,69210500,1,10,LAGOS,103,10303,PURRANQUE,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,GRATUITO,GRATUITO,-41.03857782,-73.62260439,62ews9j,POINT (-73.62260439000001 -41.03857782),10303,Purranque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536624,6178,2019,7530,2,ESC. RURAL JOSE DE LA CRUZ ULLOA A., ,69210500,1,10,LAGOS,103,10303,PURRANQUE,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,GRATUITO,GRATUITO,-41.02705231,-73.52067213,62ewwgr,POINT (-73.52067212999999 -41.02705231),10303,Purranque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536826,6185,2019,7538,8,ESCUELA RURAL MANQUEMAPU, ,69210500,1,10,LAGOS,103,10303,PURRANQUE,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.89195251,-73.84983826,62erreb,POINT (-73.84983826 -40.89195251),10303,Purranque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
537020,12823,2019,22174,0,ESCUELA PARTICULAR OROMO DE LA PIEDRA, ,65156084,1,10,LAGOS,103,10303,PURRANQUE,103,OSORNO,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-40.87834549,-73.03220367,62sp6n7,POINT (-73.03220367 -40.87834549),10303,Purranque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538039,6191,2019,7545,0,ESCUELA RURAL PUTRIHUE, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.80636978,-73.44413757,62ezber,POINT (-73.44413757 -40.80636978),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538043,6196,2019,7550,7,ESCUELA RURAL EL PUMA, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION,-40.78666383,-73.52820405,62exyz4,POINT (-73.52820405 -40.78666383),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538053,6199,2019,7553,1,ESCUELA RURAL SAGLLUE, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-40.64713466,-73.20139356,62gby22,POINT (-73.20139356 -40.64713466),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538057,6203,2019,7558,2,ESCUELA RURAL CASA DE LATA, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-40.69755936,-73.17224121,62gbqzj,POINT (-73.17224121 -40.69755936),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538062,6208,2019,7563,9,ESCUELA RURAL COSTA RIO BLANCO, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.84257126,-73.41941071,62ez9kc,POINT (-73.41941070999999 -40.84257126),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538063,6209,2019,7564,7,ESCUELA RURAL CHAHUILCO, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-40.71591568,-73.21662140000001,62gbmgv,POINT (-73.21662139999999 -40.71591568),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538065,6211,2019,7566,3,ESCUELA RURAL EL BOLSON, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-40.80851746,-73.40359497,62ezcej,POINT (-73.40359497 -40.80851746),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538066,6213,2019,7569,8,ESCUELA RURAL CALETA HUELLELHUE, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.70802307,-73.78900909,62g82vk,POINT (-73.78900908999999 -40.70802307),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538140,6216,2019,7573,6,ESCUELA RURAL LLAHUALCO, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.73348999,-73.29509735,62gbk0s,POINT (-73.29509735000001 -40.73348999),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538141,6217,2019,7574,4,ESCUELA RURAL SAN JOSE, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.66574097,-73.32527161,62gbemn,POINT (-73.32527161 -40.66574097),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538142,6218,2019,7575,2,ESCUELA PARTICULAR N.184 VISTA HERMOSA, ,65158481,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-40.77129745,-73.49954224,62g8p3z,POINT (-73.49954224 -40.77129745),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538143,6219,2019,7576,0,ESCUELA RURAL SALCA, ,69210301,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,GRATUITO,GRATUITO,-40.75519752,-73.17458179,62gbnue,POINT (-73.17458179 -40.75519752),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538322,12923,2019,22284,4,ESCUELA PARTICULAR HUALINTO, ,65151382,1,10,LAGOS,103,10305,RÍO NEGRO,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-40.85652161,-73.32685089,62eze6m,POINT (-73.32685089 -40.85652161),10305,Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538323,6221,2019,7579,5,ESCUELA RURAL DE CALETA EL MANZANO, ,69251800,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2, ,GRATUITO,GRATUITO,-40.48795193,-73.74512033,62g99vk,POINT (-73.74512033000001 -40.48795193),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538324,6222,2019,7580,9,ESCUELA RURAL PULOTRE, ,69251800,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-40.48923111,-73.36769867,62gcdmp,POINT (-73.36769867 -40.48923111),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538343,6226,2019,7584,1,ESCUELA RURAL CHOROY TRAIGUEN, ,69251800,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2, ,GRATUITO,GRATUITO,-40.52937197,-73.71327112,62g96tg,POINT (-73.71327112 -40.52937197),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538344,6227,2019,7586,8,ESCUELA RURAL LOMA DE LA PIEDRA, ,69251800,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.67121124,-73.5157547,62g8xh5,POINT (-73.5157547 -40.67121124),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538423,6243,2019,7603,1,ESCUELA PARTICULAR PANGUIMAPU,22640697, ,0,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-40.4483508,-73.39819279999999,62gccu9,POINT (-73.3981928 -40.4483508),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538424,6245,2019,7606,6,ESCUELA PARTICULAR N.164 TROSCO, ,65147661,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.58596802,-73.40488434,62gc1es,POINT (-73.40488434 -40.58596802),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538425,6246,2019,7607,4,ESCUELA PARTICULAR N.156 CHANCO, ,65148116,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-40.42943954,-73.3526535,62gf4b4,POINT (-73.3526535 -40.42943954),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538426,6247,2019,7608,2,ESCUELA PARTICULAR LAUPULLI, ,76151222,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-40.52309012,-73.44191822,62gc2yc,POINT (-73.44191822000001 -40.52309012),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538427,6248,2019,7609,0,ESCUELA PARTICULAR N.159 QUEMEUMO, ,65149864,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,ECOMENICA,GRATUITO,GRATUITO,-40.53601456,-73.48615265,62g9ru9,POINT (-73.48615264999999 -40.53601456),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538428,6249,2019,7610,4,ESCUELA PARTICULAR N.269 CHAMILCO, ,65153791,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-40.45856094,-73.32526398,62gcg6w,POINT (-73.32526398 -40.45856094),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538429,6250,2019,7611,2,ESCUELA PARTICULAR KINTUYEMAY,14412648, ,0,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-40.47560002,-73.47450976,62gc8p9,POINT (-73.47450976 -40.47560002),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
538431,6252,2019,7613,9,ESCUELA PARTICULAR N.169 LOS HUALLES, ,65154944,1,10,LAGOS,103,10306,SAN JUAN DE LA COSTA,103,OSORNO,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-40.64541245,-73.41677856,62gbc2e,POINT (-73.41677856 -40.64541245),10306,San Juan de la Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
