row_number,AGNO,RBD,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL,lat,long,geohash,geometry,cod_comuna,Comuna
982,2019,1201,7,ESCUELA ESPECIAL VALLE ANDINO, ,69051100,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,2,1,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.82714081,-70.60449219,66jv325,POINT (-70.60449219 -32.82714081),5301,Los Andes
983,2019,1202,5,ESCUELA FERROVIARIA, ,69051100,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.8298645,-70.60752106,66jv1r9,POINT (-70.60752106 -32.8298645),5301,Los Andes
984,2019,1203,3,ESCUELA GABRIELA MISTRAL, ,69051100,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,ECUMENICA,GRATUITO,GRATUITO,-32.83699417,-70.58207703,66jv1y5,POINT (-70.58207702999999 -32.83699417),5301,Los Andes
985,2019,1204,1,ESCUELA BASICA GRAL.JOSE MIGUEL CARRERA, ,69051100,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.82762146,-70.60499573,66jv1rg,POINT (-70.60499573 -32.82762146),5301,Los Andes
986,2019,1206,8,C.E.I.A DR. OSVALDO ROJAS GONZALEZ, ,69051100,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,2,1,0,1,165,167,363,563,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.83494186,-70.59806824,66jv1w8,POINT (-70.59806824 -32.83494186),5301,Los Andes
987,2019,1208,4,ESCUELA BASICA RIO BLANCO, ,69051100,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.90968323,-70.30435944,66nhb0v,POINT (-70.30435944 -32.90968323),5301,Los Andes
988,2019,1210,6,ESCUELA EL SAUCE, ,69051100,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.83530045,-70.54803467,66jv4ws,POINT (-70.54803467000001 -32.83530045),5301,Los Andes
989,2019,1211,4,ESCUELA IGNACIO CARRERA PINTO, ,69051100,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.84553909,-70.59529877,66jv1sd,POINT (-70.59529877 -32.84553909),5301,Los Andes
991,2019,1213,0,LICEO PARTICULAR MIXTO LOS ANDES, ,65144121,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,1,10,110,310,410,510,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.82597032,-70.61149906,66jv30n,POINT (-70.61149906 -32.82597032),5301,Los Andes
992,2019,1214,9,COLEGIO MARIA AUXILIADORA, ,70083600,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,110,310,0,0,0,0,0,0,0,0,0,1,1,2, ,$1.000 A $10.000,$50.001 A $100.000,-32.83238669,-70.60165031,66jv1rj,POINT (-70.60165031 -32.83238669),5301,Los Andes
993,2019,1215,7,ESCUELA PARTICULAR SAN JOSE, ,70015600,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.82937712,-70.59795274,66jv1x8,POINT (-70.59795274 -32.82937712),5301,Los Andes
994,2019,1216,5,ESCUELA PARTICULAR HUMBERTO CASARINO, ,65142982,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.84276989,-70.60091742,66jv1mj,POINT (-70.60091742 -32.84276989),5301,Los Andes
995,2019,1217,3,LICEO SANTA CLARA, ,70357700,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.84052398,-70.59879847,66jv1mx,POINT (-70.59879847000001 -32.84052398),5301,Los Andes
996,2019,1218,1,ESCUELA PARTICULAR JEAN PIAGET, ,65155288,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,CRISTIANO,GRATUITO,GRATUITO,-32.8524157,-70.58855955,66jv1eq,POINT (-70.58855955 -32.8524157),5301,Los Andes
997,2019,1220,3,ESCUELA PARTICULAR METODISTA E.DEL NINO, ,65032892,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-32.83136321,-70.5979214,66jv1x0,POINT (-70.5979214 -32.83136321),5301,Los Andes
998,2019,1221,1,COLEGIO ALCAZAR, ,65154941,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,10,110,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-32.83582123,-70.60141726,66jv1qm,POINT (-70.60141726000001 -32.83582123),5301,Los Andes
999,2019,1225,4,INSTITUTO CHACABUCO, ,65266730,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,4,3,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,MAS DE $100.000,MAS DE $100.000,-32.830241,-70.59502,66jv1x6,POINT (-70.59502000000001 -32.830241),5301,Los Andes
1000,2019,1226,2,COLEGIO MARIA MONTESSORI, ,76121876,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,4,3,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,MAS DE $100.000,MAS DE $100.000,-32.83164536,-70.60905684,66jv1r0,POINT (-70.60905683999999 -32.83164536),5301,Los Andes
1002,2019,1229,7,COLEGIO PARTICULAR BREGA COLLEGE,12951263, ,0,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,4,3,0,0,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,$50.001 A $100.000,$50.001 A $100.000,-32.828587,-70.60548,66jv1rd,POINT (-70.60548 -32.828587),5301,Los Andes
8780,2019,11203,8,COLEGIO PARTICULAR CLAUDIO GAY, ,65153637,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,$25.001 A $50.000,-32.84719986,-70.59133669,66jv1sk,POINT (-70.59133669000001 -32.84719986),5301,Los Andes
9809,2019,13206,3,ESCUELA ESPECIAL MUNDO COLOR, ,65148921,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,9, ,GRATUITO,GRATUITO,-32.817043,-70.61741,66jv31c,POINT (-70.61741000000001 -32.817043),5301,Los Andes
10118,2019,14201,8,LICEO MIXTO LOS ANDES, ,65144121,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.8363263,-70.59928025,66jv1qr,POINT (-70.59928025000001 -32.8363263),5301,Los Andes
10288,2019,14409,6,ESCUELA PARV  ESTRELLITAS DE BELEN, , ,9,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9, ,$50.001 A $100.000,$50.001 A $100.000,-32.8301893432,-70.5972889665,66jv1x2,POINT (-70.5972889665 -32.8301893432),5301,Los Andes
10439,2019,14578,5,ESC.TRAST.DE LA COM. Y LENG. LAS VIOLETAS, ,65148407,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,7,NO TENEMOS ORIENTACIÓN RELIGIOSA,GRATUITO,GRATUITO,-32.829254,-70.60976,66jv1px,POINT (-70.60975999999999 -32.829254),5301,Los Andes
10448,2019,14588,2,ESCUELA DE TRAST. DE LENGUAJE CELAN PAICAVÝ, ,65153018,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,214,217,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.84069,-70.60764,66jv1m9,POINT (-70.60764 -32.84069),5301,Los Andes
10449,2019,14589,0,COLEGIO TRAST.DE LA COMUNIC MATICES, ,65155976,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.84069,-70.60764,66jv1m9,POINT (-70.60764 -32.84069),5301,Los Andes
10521,2019,14670,6,COLEGIO SAN SEBASTIAN, ,65096485,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,$1.000 A $10.000,MAS DE $100.000,-32.829887,-70.618538,66jv1p9,POINT (-70.618538 -32.829887),5301,Los Andes
10597,2019,14755,9,ESCUELA DE LENGUAJE MIS VIOLETAS, ,65148407,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,7,NO TENEMOS ORIENTACIÓN RELIGIOSA,GRATUITO,GRATUITO,-32.847664,-70.59284,66jv1s7,POINT (-70.59284 -32.847664),5301,Los Andes
10604,2019,14762,1,COLEGIO PARTICULAR ANDES-CHILE, ,77625500,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,4,3,0,0,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,$50.001 A $100.000,$50.001 A $100.000,-32.83037993,-70.60577667,66jv1r6,POINT (-70.60577667 -32.83037993),5301,Los Andes
10613,2019,14772,9,JARDIN INFANTIL MASEJITOS, , ,9,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9, ,SIN INFORMACION,SIN INFORMACION,-32.8299167554,-70.6066064789,66jv1r3,POINT (-70.60660647890001 -32.8299167554),5301,Los Andes
10695,2019,14864,4,ESCUELA ESPECIAL TALITAKUM, ,65166951,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.834511,-70.593155,66jv1we,POINT (-70.593155 -32.834511),5301,Los Andes
10768,2019,14945,4,ESC. ESP. DE LENGUAJE CUMBRES DE ACONCAGUA, ,65146128,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.834194,-70.60284,66jv1qs,POINT (-70.60284 -32.834194),5301,Los Andes
11619,2019,16988,9,ESCUELA ESPECIAL DE LENGUAJE MAKIATO, ,65153509,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,9, ,SIN INFORMACION,SIN INFORMACION,-32.81793,-70.62,66jv318,POINT (-70.62 -32.81793),5301,Los Andes
11630,2019,17000,3,COLEGIO ALTA CUMBRE, ,65152869,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,1,110,0,0,0,0,0,0,0,0,0,0,1,1,9, ,$50.001 A $100.000,$50.001 A $100.000,-32.840469,-70.608653,66jv1m8,POINT (-70.608653 -32.840469),5301,Los Andes
15623,2019,31442,0,JARDIN INFANTIL ADONAY, ,65124771,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,7,CRISTIANA,$1.000 A $10.000,$10.001 A $25.000,-32.85676,-70.59522,66jv1dd,POINT (-70.59522 -32.85676),5301,Los Andes
15631,2019,31452,8,ESCUELA ESPECIAL DE LENGUAJE ARIKI MAU, ,65159864,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,9, ,GRATUITO,GRATUITO,-32.83167,-70.59233,66jv1xh,POINT (-70.59233 -32.83167),5301,Los Andes
15876,2019,40211,7,COLEGIO SANTA CATALINA,2263549, ,0,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,$10.001 A $25.000,$25.001 A $50.000,-32.84033254,-70.60857447,66jv1m8,POINT (-70.60857446999999 -32.84033254),5301,Los Andes
15997,2019,40362,8,JARDIN INFANTIL REMOLINO, ,65152068,1,5,VALPO,53,5301,LOS ANDES,52,LOS ANDES,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.828026,-70.603134,66jv1ru,POINT (-70.603134 -32.828026),5301,Los Andes
990,2019,1212,2,ESCUELA JUAN GOMEZ MILLAS, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.82503891,-70.65914154,66jv207,POINT (-70.65914153999999 -32.82503891),5701,San Felipe
1028,2019,1261,0,LICEO DOCTOR ROBERTO HUMERES O., ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,110,310,410,510,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.74862671,-70.72576141,66jtww7,POINT (-70.72576141 -32.74862671),5701,San Felipe
1029,2019,1262,9,ESCUELA INDUSTRIAL GUILLERMO RICHARDS CUEVAS, ,65044735,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,5,4,0,0,510,0,0,0,0,0,0,0,0,0,0,1,1,7,CRISTIANA,GRATUITO,GRATUITO,-32.74787341,-70.73325631,66jtwqm,POINT (-70.73325631 -32.74787341),5701,San Felipe
1030,2019,1263,7,LICEO DE NINAS CORINA URBINA, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,310,610,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.75027084,-70.71847534,66jtwvb,POINT (-70.71847534 -32.75027084),5701,San Felipe
1031,2019,1264,5,LICEO SAN FELIPE, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,310,510,610,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.74412155,-70.73797607,66jtwr4,POINT (-70.73797607 -32.74412155),5701,San Felipe
1032,2019,1265,3,ESCUELA BASICA BERNARDO O HIGGINS R., ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.74217987,-70.7241745,66jtwxk,POINT (-70.7241745 -32.74217987),5701,San Felipe
1033,2019,1266,1,ESCUELA MANUEL RODRIGUEZ ERDOIZA, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.75777054,-70.72711182,66jtwsd,POINT (-70.72711182 -32.75777054),5701,San Felipe
1034,2019,1268,8,ESCUELA BASICA JOSE DE SAN MARTIN, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.7529335,-70.72299194,66jtwtt,POINT (-70.72299194 -32.7529335),5701,San Felipe
1035,2019,1269,6,ESCUELA JOHN F KENNEDY, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.74997711,-70.71409607,66jtwy5,POINT (-70.71409607 -32.74997711),5701,San Felipe
1036,2019,1271,8,ESCUELA JOSÉ ANTONIO MANSO DE VELASCO, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO,-32.74510574,-70.72890472,66jtwwb,POINT (-70.72890472 -32.74510574),5701,San Felipe
1037,2019,1273,4,ESCUELA SAN RAFAEL, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.80864334,-70.6500473,66jv276,POINT (-70.6500473 -32.80864334),5701,San Felipe
1038,2019,1274,2,ESCUELA ALMENDRAL, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.75162125,-70.6909256,66jtxms,POINT (-70.6909256 -32.75162125),5701,San Felipe
1039,2019,1275,0,ESCUELA BUEN PASTOR, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.75536346,-70.72097778,66jtwtn,POINT (-70.72097778 -32.75536346),5701,San Felipe
1040,2019,1276,9,ESCUELA ESPECIAL SAGRADO CORAZON, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.75352097,-70.71833038,66jtwv2,POINT (-70.71833038 -32.75352097),5701,San Felipe
1042,2019,1279,3,ESCUELA CARMELA CARVAJAL DE PRAT, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.78559494,-70.68572998,66jtrx8,POINT (-70.68572998 -32.78559494),5701,San Felipe
1043,2019,1280,7,ESCUELA 21 DE MAYO, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.69432831,-70.76521301,66jwj8n,POINT (-70.76521301 -32.69432831),5701,San Felipe
1044,2019,1281,5,ESCUELA REPUBLICA ARGENTINA, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.76432419,-70.68251038,66jtxe6,POINT (-70.68251038 -32.76432419),5701,San Felipe
1045,2019,1282,3,ESCUELA BUCALEMITO, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.80839157,-70.685112,66jtre2,POINT (-70.685112 -32.80839157),5701,San Felipe
1046,2019,1283,1,ESCUELA HERIBERTO BERMUDEZ CRUZ, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.71551514,-70.72608948,66jtys6,POINT (-70.72608948 -32.71551514),5701,San Felipe
1047,2019,1285,8,ESCUELA MATEO COKLJAT K, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.7868042,-70.71406555,66jtqz7,POINT (-70.71406555 -32.7868042),5701,San Felipe
1048,2019,1286,6,ESCUELA BASICA CAROLINA OCAMPO GARCIA, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.72199631,-70.77417755,66jtv7p,POINT (-70.77417755 -32.72199631),5701,San Felipe
1049,2019,1287,4,ESCUELA JOSE BERNARDO SUAREZ, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.71134949,-70.7461853,66jtyjh,POINT (-70.74618529999999 -32.71134949),5701,San Felipe
1050,2019,1288,2,INSTITUTO ABDON CIFUENTES, , ,9,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,4,3,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,MAS DE $100.000,MAS DE $100.000,-32.753392,-70.72382,66jtwtk,POINT (-70.72382 -32.753392),5701,San Felipe
1051,2019,1289,0,COLEGIO ASSUNTA PALLOTA, ,65089321,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,0,310,510,610,710,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-32.78672822,-70.68825093,66jtrrq,POINT (-70.68825093 -32.78672822),5701,San Felipe
1052,2019,1290,4,COLEGIO SANTA JUANA DE ARCO, ,81795157,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,$1.000 A $10.000,$25.001 A $50.000,-32.75178464,-70.72868802,66jtwt8,POINT (-70.72868802000001 -32.75178464),5701,San Felipe
1053,2019,1291,2,COLEGIO JOSE AGUSTIN GOMEZ, ,70015600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,$10.001 A $25.000,-32.74639222,-70.72646236,66jtwwd,POINT (-70.72646236 -32.74639222),5701,San Felipe
1054,2019,1292,0,COLEGIO ALONSO DE ERCILLA, ,65150333,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,0,10,110,310,410,0,0,0,0,0,0,0,1,1,2, ,$1.000 A $10.000,$25.001 A $50.000,-32.74759129,-70.72527378,66jtww7,POINT (-70.72527377999999 -32.74759129),5701,San Felipe
1055,2019,1294,7,COLEGIO PARTICULAR PUMANQUE, ,65155803,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,$25.001 A $50.000,-32.75311447,-70.72508507,66jtwt7,POINT (-70.72508507000001 -32.75311447),5701,San Felipe
1059,2019,1300,5,ESCUELA AGRICOLA DE SAN FELIPE, ,65044735,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,5,4,0,0,310,610,710,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.75517534,-70.70746048,66jtxj0,POINT (-70.70746047999999 -32.75517534),5701,San Felipe
8774,2019,11191,0,ESCUELA PEDRO NOLASCO MOLINA, ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,0,165,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.755318,-70.727325,66jtwt1,POINT (-70.72732499999999 -32.755318),5701,San Felipe
8787,2019,11214,3,COL.ALONSO DE ERCILLA PRAT, ,65150333,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,$1.000 A $10.000,$25.001 A $50.000,-32.74905942,-70.72901352,66jtww0,POINT (-70.72901352 -32.74905942),5701,San Felipe
8803,2019,11238,0,ESCUELA DE PARVULOS LOS ALMENDROS, , ,9,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,9, ,SIN INFORMACION,SIN INFORMACION,-32.747112,-70.728,66jtww9,POINT (-70.72799999999999 -32.747112),5701,San Felipe
9333,2019,12309,9,COLEGIO PIRAMIDE, ,65156251,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,$25.001 A $50.000,-32.75498136,-70.70715415,66jtxj0,POINT (-70.70715414999999 -32.75498136),5701,San Felipe
10158,2019,14251,4,ESCUELA DE PARVULOS GIRASOL, , ,9,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,9, ,SIN INFORMACION,SIN INFORMACION,-32.74427,-70.71646,66jtwz1,POINT (-70.71646 -32.74427),5701,San Felipe
10290,2019,14412,6,COLEGIO SAN PABLO, ,65122147,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,0,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,$50.001 A $100.000,-32.75716184,-70.72748238,66jtws9,POINT (-70.72748238 -32.75716184),5701,San Felipe
10328,2019,14454,1,LIC.EDUC.DE ADULTOS JUAN F.GONZALEZ R., ,69050600,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,2,1,0,0,165,363,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.748604,-70.72624,66jtww6,POINT (-70.72624 -32.748604),5701,San Felipe
10370,2019,14502,5,COLEGIO CURIMON, ,77096130,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,4,3,0,0,110,310,0,0,0,0,0,0,0,0,0,1,1,2, ,MAS DE $100.000,MAS DE $100.000,-32.774201,-70.71178,66jtwct,POINT (-70.71178 -32.774201),5701,San Felipe
10396,2019,14531,9,ESC.ESPEC.LENG. MIS NUEVAS PALABRAS, ,65144515,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,0,214,217,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.742928,-70.72055,66jtwxq,POINT (-70.72055 -32.742928),5701,San Felipe
10472,2019,14614,5,COLEGIO VEDRUNA, ,65300190,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,$1.000 A $10.000,$50.001 A $100.000,-32.75047579,-70.72332742,66jtwtu,POINT (-70.72332742 -32.75047579),5701,San Felipe
10493,2019,14638,2,ESC.DE TRAST.DE LA COMUNIC.YAMANKI, ,65154402,1,5,VALPO,57,5701,SAN FELIPE,52,LOS ANDES,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-32.750107,-70.71026,66jtwyn,POINT (-70.71026000000001 -32.750107),5701,San Felipe
